0,1,1,1,"4 - 1"
0,26,0,0,"189 - 26"
0,216,0,1,"216 - 110"
0,62,1,1,"76 - 62"
0,200,0,1,"200 - 193"
1,1,1,1,"4 - 1"
1,26,0,0,"189 - 26"
1,128,1,0,"157 - 128"
1,62,1,1,"76 - 62"
1,65,1,1,"65 - 25"
1,158,1,1,"158 - 98"
2,97,0,0,"97 - 36"
2,7,1,1,"212 - 7"
2,96,0,0,"96 - 74"
2,208,0,0,"208 - 77"
2,52,1,1,"122 - 52"
2,191,1,0,"235 - 191"
2,185,1,0,"185 - 40"
2,152,1,1,"165 - 152"
2,90,1,1,"90 - 51"
2,3,0,0,"19 - 3"
2,193,0,0,"193 - 64"
2,192,1,1,"197 - 192"
2,44,0,1,"44 - 16"
2,243,1,0,"243 - 46"
2,30,0,1,"184 - 30"
2,131,0,0,"131 - 69"
2,133,0,0,"133 - 14"
2,244,1,1,"244 - 105"
2,116,0,0,"182 - 116"
2,128,1,0,"157 - 128"
2,38,0,1,"38 - 24"
2,112,0,1,"143 - 112"
2,13,0,0,"214 - 13"
2,107,0,1,"220 - 107"
2,203,0,1,"203 - 130"
2,89,0,0,"226 - 89"
2,200,0,1,"200 - 93"
2,172,0,1,"172 - 107"
2,173,0,0,"173 - 171"
2,99,0,1,"99 - 53"
2,211,0,0,"211 - 35"
2,239,1,0,"239 - 104"
2,213,0,1,"213 - 151"
2,65,1,1,"135 - 65"
2,164,1,0,"245 - 164"
3,97,0,0,"97 - 36"
3,6,0,0,"203 - 6"
3,7,1,1,"212 - 7"
3,96,0,0,"96 - 74"
3,140,1,0,"140 - 57"
3,208,0,0,"208 - 77"
3,80,0,0,"213 - 80"
3,95,0,0,"95 - 41"
3,81,1,1,"81 - 9"
3,52,1,1,"122 - 52"
3,191,1,0,"235 - 191"
3,185,1,0,"185 - 40"
3,152,1,1,"165 - 152"
3,90,1,1,"90 - 51"
3,3,0,0,"19 - 3"
3,193,0,0,"193 - 64"
3,192,1,1,"197 - 192"
3,44,0,1,"44 - 16"
3,87,0,1,"204 - 87"
3,36,0,1,"97 - 36"
3,243,1,0,"243 - 46"
3,134,1,0,"134 - 85"
3,30,0,1,"184 - 30"
3,131,0,0,"131 - 69"
3,131,0,0,"188 - 131"
3,119,0,1,"119 - 29"
3,119,0,1,"147 - 119"
3,133,0,0,"133 - 14"
3,126,0,0,"126 - 53"
3,244,1,1,"244 - 105"
3,244,1,1,"244 - 176"
3,103,0,1,"111 - 103"
3,116,0,0,"182 - 116"
3,248,0,0,"248 - 231"
3,128,1,0,"157 - 128"
3,112,0,1,"143 - 112"
3,13,0,0,"214 - 13"
3,107,0,1,"220 - 107"
3,107,0,1,"172 - 107"
3,89,0,0,"226 - 89"
3,8,0,1,"38 - 8"
3,66,0,0,"205 - 66"
3,173,0,0,"173 - 171"
3,211,0,0,"211 - 35"
3,211,0,0,"211 - 151"
3,239,1,0,"239 - 104"
3,58,1,0,"183 - 58"
3,65,1,1,"135 - 65"
3,164,1,0,"245 - 164"
4,169,1,1,"169 - 113"
4,6,0,0,"203 - 6"
4,54,0,1,"111 - 54"
4,140,1,0,"140 - 57"
4,208,0,0,"208 - 77"
4,80,0,0,"213 - 80"
4,56,0,0,"90 - 56"
4,95,0,0,"95 - 41"
4,81,1,1,"81 - 9"
4,81,1,1,"81 - 30"
4,191,1,0,"191 - 130"
4,191,1,0,"235 - 191"
4,185,1,0,"185 - 40"
4,152,1,1,"165 - 152"
4,146,1,1,"221 - 146"
4,44,0,1,"44 - 16"
4,87,0,1,"204 - 87"
4,87,0,1,"204 - 87"
4,36,0,1,"97 - 36"
4,36,0,1,"226 - 36"
4,137,0,1,"137 - 67"
4,243,1,0,"243 - 197"
4,134,1,0,"134 - 85"
4,25,0,0,"65 - 25"
4,131,0,0,"188 - 131"
4,119,0,1,"147 - 119"
4,119,0,1,"182 - 119"
4,26,0,0,"173 - 26"
4,126,0,0,"126 - 53"
4,103,0,1,"111 - 103"
4,248,0,0,"248 - 231"
4,128,1,0,"157 - 128"
4,28,0,0,"101 - 28"
4,105,0,1,"105 - 7"
4,112,0,1,"112 - 15"
4,107,0,1,"172 - 107"
4,107,0,1,"220 - 107"
4,216,0,1,"216 - 3"
4,200,0,1,"200 - 93"
4,8,0,1,"38 - 8"
4,66,0,0,"205 - 66"
4,211,0,0,"211 - 151"
4,213,0,1,"233 - 213"
4,70,0,0,"135 - 70"
4,58,1,0,"183 - 58"
5,182,0,1,"182 - 169"
5,54,0,1,"111 - 54"
5,40,0,1,"185 - 40"
5,7,1,1,"105 - 7"
5,208,0,0,"208 - 77"
5,80,0,0,"80 - 22"
5,56,0,0,"90 - 56"
5,81,1,1,"81 - 30"
5,52,1,1,"239 - 52"
5,191,1,0,"235 - 191"
5,185,1,0,"185 - 40"
5,152,1,1,"165 - 152"
5,146,1,1,"221 - 146"
5,193,0,0,"193 - 46"
5,192,1,1,"192 - 64"
5,2,0,1,"145 - 2"
5,87,0,1,"204 - 87"
5,36,0,1,"226 - 36"
5,36,0,1,"226 - 36"
5,243,1,0,"243 - 197"
5,134,1,0,"134 - 55"
5,25,0,0,"65 - 25"
5,119,0,1,"182 - 119"
5,26,0,0,"173 - 26"
5,27,1,1,"188 - 27"
5,132,0,1,"132 - 14"
5,28,0,0,"101 - 28"
5,39,1,1,"78 - 39"
5,107,0,1,"220 - 107"
5,107,0,1,"220 - 107"
5,216,0,1,"216 - 110"
5,238,1,1,"238 - 172"
5,66,0,0,"215 - 66"
5,205,0,1,"205 - 143"
5,211,0,0,"211 - 151"
5,213,0,1,"233 - 213"
5,165,0,1,"228 - 165"
5,70,0,0,"135 - 70"
5,59,0,0,"74 - 59"
